"date","site_name","GPP","ER","depth","temp.water","day.length","discharge","shortwave","velocity","discharge_log","depth_log","velocity_log","year"
"2015-10-13","nwis_11463980",1.41631791936517,-1.63119503593512,0.330411967940297,20.3625,11.5,1.4624471606875,197.585375,0.353256104465709,0.380111170026746,-1.10741501541174,-1.04056197670139,2015
"2015-10-14","nwis_11463980",1.53363950038969,-1.73633581366481,0.331129253598717,20.21875,11.5,1.47100120821875,190.357041666667,0.354115780439616,0.385943262977733,-1.10524648557217,-1.03813135593319,2015
"2015-10-15","nwis_11463980",1.54530670139513,-1.72681487090791,0.33100577873961,20.2979166666667,11.5,1.4695263724375,108.446708333333,0.353966242557177,0.384940153253736,-1.10561944532965,-1.03855373040339,2015
"2015-10-16","nwis_11463980",1.60963341205329,-1.84875955277591,0.326215493716713,20.41875,11.5,1.4128926784375,142.6575,0.348169485986639,0.345639147836571,-1.12019709232445,-1.05506588907041,2015
"2015-10-17","nwis_11463980",1.68425580689785,-1.8540733617057,0.328688727303383,19.50625,11.5,1.44209442690625,143.29025,0.351162056924116,0.366096520010256,-1.11264409368744,-1.04650746142871,2015
"2015-10-18","nwis_11463980",1.21582676613076,-1.46381422314058,0.335876890669908,18.6635416666667,11.5,1.52881477084375,181.735958333333,0.359874219743504,0.424492775621317,-1.0910105829744,-1.02200069818413,2015
"2015-10-19","nwis_11463980",1.38275429291558,-1.57565854729797,0.340151511980069,18.48125,11.5,1.5816138918125,175.400833333333,0.365064699057014,0.458445776227515,-1.07836413716179,-1.00768068341748,2015
"2015-10-20","nwis_11463980",1.35459369671126,-1.49441352027139,0.340688355038164,18.6541666666667,11.5,1.58839813640625,187.1,0.365717733407239,0.462726047022099,-1.07678713441751,-1.00589346332286,2015
"2015-10-21","nwis_11463980",1.31199676345765,-1.47386292171205,0.341439328682942,18.21875,11.5,1.59783708540625,184.552583333333,0.366630854926141,0.468650893089509,-1.07458527700546,-1.0033997820169,2015
"2015-10-22","nwis_11463980",1.39294036293002,-1.46344666309301,0.340620672592863,18.0239583333333,11.25,1.5875132349375,181.923166666667,0.365635178193346,0.462168788718461,-1.07698581795986,-1.00611922358971,2015
"2015-10-23","nwis_11463980",1.59062131684453,-1.59923491212881,0.340121034557267,17.6677083333333,10.25,1.58131892465625,155.610166666667,0.365028308133099,0.458259261259148,-1.07845374072724,-1.00778037187796,2015
"2015-10-24","nwis_11463980",1.58757470040439,-1.60378416361657,0.345442383261315,17.478125,10.25,1.6488664034375,163.463625,0.371503606782585,0.500088023580755,-1.06292941303461,-0.990196706170012,2015
"2015-10-25","nwis_11463980",1.38308354079544,-1.56612568544747,0.350148496348473,17.584375,10.25,1.7102195719375,174.840875,0.377242222108331,0.536621766913211,-1.04939793919663,-0.974867798887127,2015
"2015-10-26","nwis_11463980",1.30136709844201,-1.40509645019464,0.347963334882443,17.4958333333333,10.25,1.68160775778125,175.9905,0.374576735285277,0.519750334463192,-1.05565816429158,-0.981958596385886,2015
"2015-10-27","nwis_11463980",1.13603700001316,-1.32420495545148,0.35547169479798,16.775,10.25,1.7821915580625,65.7115833333333,0.383751745848613,0.577843819378227,-1.03430965373018,-0.957759430648439,2015
"2015-10-28","nwis_11463980",1.50108351890089,-1.78266068636412,0.37237558389388,17.3958333333333,10.25,2.01964011884375,135.93325,0.404484199473733,0.702919336552673,-0.987852299923388,-0.90514260511616,2015
"2015-10-29","nwis_11463980",1.46755271926889,-1.61065360344336,0.383762292652512,17.115625,10.25,2.189836168,168.417875,0.418518203853358,0.783826731897647,-0.957731947623059,-0.871034892141125,2015
"2015-10-30","nwis_11463980",1.55396580252463,-1.76772410390875,0.390260676408351,17.0458333333333,10.25,2.29130486975,161.448625,0.426554908319267,0.829121467402771,-0.940940362091883,-0.852014178673906,2015
"2015-10-31","nwis_11463980",1.68051698795441,-1.91769090096128,0.401052130931202,17.465625,10.25,2.4665153605625,154.463916666667,0.439941681025498,0.902806369348121,-0.913663857802938,-0.821113103978314,2015
"2015-11-01","nwis_11463980",1.52614078678801,-2.13646809866328,0.411145415271228,17.3427083333333,10.25,2.6375963111875,45.8477083333333,0.45250455172571,0.969868014225536,-0.888808318615541,-0.792957456830406,2015
"2015-11-02","nwis_11463980",1.8459894460488,-1.98873610895262,0.42429600187083,17.2479166666667,10.25,2.87091533178125,127.97425,0.468942441703437,1.0546309098581,-0.857323949701049,-0.757275243646283,2015
"2015-11-03","nwis_11463980",1.87349802242575,-2.04831662928629,0.425863688104997,16.0645833333333,10.25,2.8995271459375,153.813958333333,0.470893974914135,1.06454767057282,-0.853635964891787,-0.75312231664537,2015
"2015-11-05","nwis_11463980",1.9854233322277,-1.8942199520006,0.420245844547378,14.4333333333333,9.75,2.797468509875,125.839125,0.463863467574925,1.02871490461691,-0.86691539479137,-0.768165020972287,2015
"2015-11-06","nwis_11463980",1.7832698704209,-1.79411385087411,0.418924761078761,14.3833333333333,9.75,2.773871137375,149.184666666667,0.462212367083208,1.02024386709157,-0.870063943015352,-0.771730824504561,2015
"2015-11-07","nwis_11463980",1.83837426285553,-1.83303612269898,0.414654341064197,14.2739583333333,9.75,2.698359545375,136.479208333333,0.456879395844009,0.992644012574282,-0.880310018914604,-0.783335826977986,2015
"2015-11-08","nwis_11463980",1.88922288297777,-1.88560768265729,0.410938667246277,14.2666666666667,9.75,2.633466771,142.226375,0.452243691839271,0.968301142052702,-0.889311303732773,-0.793534103197001,2015
"2015-11-09","nwis_11463980",1.47740535592145,-1.62792685418814,0.41700232941789,13.83125,9.75,2.7402448815625,79.8604583333333,0.459813627323413,1.00804728923949,-0.874663471064909,-0.776934029590252,2015
"2015-11-10","nwis_11463980",1.73328361381207,-1.64837388882344,0.410106016993904,13.5302083333333,9.75,2.6193083475,140.801083333333,0.451207030703106,0.962910293417826,-0.891339574675409,-0.795828996687628,2015
"2015-11-11","nwis_11463980",1.68265232238667,-1.68701729512495,0.40811918310884,13.0625,9.75,2.585092157375,142.126666666667,0.448730959143107,0.949761158146967,-0.896196031772547,-0.801331770958734,2015
"2015-11-12","nwis_11463980",1.6541212672302,-1.64552710644159,0.404741539886975,12.9833333333333,9.75,2.5278685290625,139.670125,0.444526995744193,0.927376469023436,-0.90450658871332,-0.810744493039511,2015
